content,label
"Làm sao để phân biệt triệu chứng nào là cảm lạnh, cúm hay Covid-19? Nếu bạn bị ho, nghẹt mũi, hắt hơi hoặc ngứa cổ họng, thật không dễ để nhận biết đó là triệu chứng Covid-19, cúm do virus hay cảm lạnh, vì có nhiều triệu chứng giống nhau giữa 3 bệnh này.",1

"Xe gia đình cỡ nhỏ: Doanh số tăng mạnh, Suzuki XL7 bám sát Mitsubishi Xpander Phân khúc xe gia đình cỡ nhỏ tầm giá dưới 1 tỉ đồng tại Việt Nam tháng 11.2021 chứng kiến màn bứt tốc doanh số mạnh mẽ, trong đó Suzuki XL7 và Mitsubishi Xpander tiếp tục cuộc đua song mã kịch tính.",1

"Toyota rút ngắn khoảng cách với Hyundai, Suzuki vượt mặt Honda Thị trường ô tô hồi phục mạnh mẽ, doanh số bán xe đạt mức cao nhất kể từ đầu năm đến nay, trong đó với gần 10.000 xe bán ra Toyota rút ngắn khoảng cách doanh số với Hyundai, Suzuki cũng có bước tiến mạnh mẽ để vượt mặt Honda.",0

"Toyota Vios chưa buông, Hyundai Accent ‘lạc bước’ ngôi vương sẽ thuộc về ai? Nỗ lực trong giai đoạn “chạy nước rút” giúp Toyota Vios gần như san bằng cách biệt doanh số, trong khi bước chững lại bất ngờ của Hyundai Accent ngay “phút 89” khiến cuộc đua đến ngôi vương sedan hạng B tại Việt Nam trở nên kịch tính hơn bao giờ hết.",0

"Thuốc trị Covid-19 của Pfizer giảm bệnh nặng, tử vong 90%, hiệu quả với Omicron Hy vọng mới về một loại thuốc điều trị Covid-19 hiệu quả được công bố ngày 14.12.",0

"Lão nông miền Tây làm giàu nhờ nuôi cua đinh sau nhiều năm “nếm trái đắng” Với 25 bể xi măng được xây dựng trên diện tích vài trăm mét vuông, ông Nguyễn Văn Thanh (57 tuổi, ngụ khu vực Thạnh Thắng, phường Phú Thứ, quận Cái Răng, thành phố Cần Thơ) thu lãi hơn 300 triệu đồng/năm nhờ bán con giống.",1

"Lần đầu chung sản phẩm, Hoàng Dũng thẳng thắn về cách làm việc của GDucky Không ngần ngại giấu diếm, Hoàng Dũng chia sẻ thẳng về tính cách lẫn khả năng làm việc của GDucky.",1
